postion,page_no,archival_tiff,web_jpeg,thumbnail_jpeg
1,front,master/13152_0000.jpg,web/13152_0000_web.jpg,thumb/13152_0000_thumb.jpg
2,front-i,master/13152_0001.jpg,web/13152_0001_web.jpg,thumb/13152_0001_thumb.jpg
3,i-r,master/13152_0002.jpg,web/13152_0002_web.jpg,thumb/13152_0002_thumb.jpg
4,i-v,master/13152_0003.jpg,web/13152_0003_web.jpg,thumb/13152_0003_thumb.jpg
5,1r,master/13152_0004.jpg,web/13152_0004_web.jpg,thumb/13152_0004_thumb.jpg
6,1v,master/13152_0005.jpg,web/13152_0005_web.jpg,thumb/13152_0005_thumb.jpg
7,2r,master/13152_0006.jpg,web/13152_0006_web.jpg,thumb/13152_0006_thumb.jpg
8,2v,master/13152_0007.jpg,web/13152_0007_web.jpg,thumb/13152_0007_thumb.jpg
9,3r,master/13152_0008.jpg,web/13152_0008_web.jpg,thumb/13152_0008_thumb.jpg
10,3v,master/13152_0009.jpg,web/13152_0009_web.jpg,thumb/13152_0009_thumb.jpg
11,4r,master/13152_0010.jpg,web/13152_0010_web.jpg,thumb/13152_0010_thumb.jpg
12,4v,master/13152_0011.jpg,web/13152_0011_web.jpg,thumb/13152_0011_thumb.jpg
13,5r,master/13152_0012.jpg,web/13152_0012_web.jpg,thumb/13152_0012_thumb.jpg
14,5v,master/13152_0013.jpg,web/13152_0013_web.jpg,thumb/13152_0013_thumb.jpg
15,6r,master/13152_0014.jpg,web/13152_0014_web.jpg,thumb/13152_0014_thumb.jpg
16,6v,master/13152_0015.jpg,web/13152_0015_web.jpg,thumb/13152_0015_thumb.jpg
17,7r,master/13152_0016.jpg,web/13152_0016_web.jpg,thumb/13152_0016_thumb.jpg
18,7v,master/13152_0017.jpg,web/13152_0017_web.jpg,thumb/13152_0017_thumb.jpg
19,8~r,master/13152_0018.jpg,web/13152_0018_web.jpg,thumb/13152_0018_thumb.jpg
20,8~v,master/13152_0019.jpg,web/13152_0019_web.jpg,thumb/13152_0019_thumb.jpg
21,8r,master/13152_0020.jpg,web/13152_0020_web.jpg,thumb/13152_0020_thumb.jpg
22,8v,master/13152_0021.jpg,web/13152_0021_web.jpg,thumb/13152_0021_thumb.jpg
23,9~r,master/13152_0022.jpg,web/13152_0022_web.jpg,thumb/13152_0022_thumb.jpg
24,9~v,master/13152_0023.jpg,web/13152_0023_web.jpg,thumb/13152_0023_thumb.jpg
25,9r,master/13152_0024.jpg,web/13152_0024_web.jpg,thumb/13152_0024_thumb.jpg
26,9v,master/13152_0025.jpg,web/13152_0025_web.jpg,thumb/13152_0025_thumb.jpg
27,10r,master/13152_0026.jpg,web/13152_0026_web.jpg,thumb/13152_0026_thumb.jpg
